ts_code,detect_date,note,status,status_reason,buy_date,buy_time,buy_price,initial_stop_price,initial_r,exit_date,exit_time,exit_price,exit_reason,hold_days,pnl_amount,pnl_pct,pnl_r,max_favorable_excursion_r,max_adverse_excursion_r,peak_stop_price,entry_eligible,entry_reason,entry_buy_date,entry_buy_time,entry_buy_price,entry_detect_prev_high,entry_detect_day_open,entry_detect_day_close,entry_detect_day_low,entry_detect_day_high,entry_detect_volume_1430,entry_day2_volume_1430,entry_pullback_ratio,entry_has_long_lower_shadow,entry_stabilized_after_1400,entry_gap_unfilled,entry_gap_size,entry_initial_stop_price,entry_initial_r
600288.SH,2025-11-25,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-11-26,2025-11-26 14:30:00,14.79,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-11-26,2025-11-26 14:30:00,14.79,14.94,15.03,15.01,14.98,15.3,7941991.0,7101400.0,0.6875000000000013,True,False,False,0.040000000000000924,,
600489.SH,2025-11-25,gaps up,skipped,volume_rule;reversal_rule,2025-11-26,2025-11-26 14:30:00,22.18,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-26,2025-11-26 14:30:00,22.18,21.59,21.83,22.07,21.77,22.5,59061714.0,42339043.0,0.0,False,False,True,0.17999999999999972,,
605005.SH,2025-11-25,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-11-26,2025-11-26 14:30:00,18.95,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-11-26,2025-11-26 14:30:00,18.95,18.97,19.0,19.21,18.98,19.28,3043300.0,1831434.0,1.2380952380952406,False,False,False,0.010000000000001563,,
000612.SZ,2025-12-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-12-02,2025-12-02 14:30:00,9.69,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-12-02,2025-12-02 14:30:00,9.69,9.64,9.81,9.86,9.75,10.11,48254905.0,25761594.0,3.400000000000071,False,False,False,0.10999999999999943,,
000672.SZ,2025-12-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-12-02,2025-12-02 14:30:00,10.77,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-12-02,2025-12-02 14:30:00,10.77,10.8,10.87,10.96,10.83,11.2,18836899.0,9530444.0,2.111111111111087,False,False,False,0.02999999999999936,,
000708.SZ,2025-12-01,gaps up,skipped,pullback_rule;reversal_rule,2025-12-02,2025-12-02 14:30:00,15.79,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-12-02,2025-12-02 14:30:00,15.79,15.2,15.6,15.9,15.47,15.96,23489053.0,13179584.0,0.3666666666666698,False,False,True,0.27000000000000135,,
002159.SZ,2025-12-01,gaps up,skipped,volume_rule;reversal_rule,2025-12-02,2025-12-02 14:30:00,15.77,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-12-02,2025-12-02 14:30:00,15.77,15.58,15.74,15.75,15.62,15.86,2320501.0,2115400.0,0.0,False,False,True,0.03999999999999915,,
300929.SZ,2025-12-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-12-02,2025-12-02 14:30:00,11.68,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-12-02,2025-12-02 14:30:00,11.68,11.59,11.65,11.7,11.65,12.22,3897160.0,2358040.0,0.4,False,False,False,0.0600000000000005,,
600497.SH,2025-12-01,gaps up,skipped,reversal_rule,2025-12-02,2025-12-02 14:30:00,6.51,,,,,,,,,,,,,,False,reversal_rule,2025-12-02,2025-12-02 14:30:00,6.51,6.36,6.46,6.53,6.46,6.65,101923227.0,50951935.0,0.28571428571429114,False,False,True,0.09999999999999964,,
601369.SH,2025-12-01,gaps up,traded,completed,2025-12-02,2025-12-02 14:30:00,9.3,8.835,0.46499999999999986,2025-12-22,2025-12-22 09:30:00,9.99,two_close_below_ma5,15.0,0.6899999999999995,0.07419354838709671,1.4838709677419348,2.4516129032258047,-0.17204301075268838,9.765,True,eligible,2025-12-02,2025-12-02 14:30:00,9.3,8.86,9.07,9.32,9.07,9.55,40750364.0,18564092.0,0.0799999999999983,True,False,True,0.21000000000000085,8.835,0.46499999999999986
603787.SH,2025-12-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-12-02,2025-12-02 14:30:00,14.02,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-12-02,2025-12-02 14:30:00,14.02,14.19,14.36,14.28,14.21,14.59,3524900.0,3140000.0,0.6842105263157907,False,False,False,0.02000000000000135,,
301012.SZ,2025-12-08,gaps up,skipped,volume_rule;reversal_rule,2025-12-09,2025-12-09 14:30:00,27.33,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-12-09,2025-12-09 14:30:00,27.33,25.71,25.88,26.4,25.86,27.38,10558467.0,9648498.0,0.0,False,False,True,0.14999999999999858,,
301198.SZ,2025-12-08,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-12-09,2025-12-09 14:30:00,12.31,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-12-09,2025-12-09 14:30:00,12.31,12.31,12.34,12.43,12.34,12.58,2876900.0,2598021.0,1.3333333333333268,False,False,False,0.02999999999999936,,
600230.SH,2025-12-08,gaps up,skipped,volume_rule;reversal_rule,2025-12-09,2025-12-09 14:30:00,13.14,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-12-09,2025-12-09 14:30:00,13.14,12.6,12.74,12.9,12.65,13.04,9700275.0,12442078.0,0.0,False,False,True,0.05000000000000071,,
600372.SH,2025-12-08,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-12-09,2025-12-09 14:30:00,12.44,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-12-09,2025-12-09 14:30:00,12.44,12.55,12.59,12.63,12.56,12.86,59525000.0,42274984.0,4.749999999999923,True,False,False,0.009999999999999787,,
600859.SH,2025-12-08,gaps up,skipped,volume_rule;reversal_rule;gap_fill_rule,2025-12-09,2025-12-09 14:30:00,14.59,,,,,,,,,,,,,,False,volume_rule;reversal_rule;gap_fill_rule,2025-12-09,2025-12-09 14:30:00,14.59,14.63,14.82,14.7,14.64,15.16,36418094.0,26082996.0,0.21153846153846062,False,False,False,0.009999999999999787,,
601211.SH,2025-12-08,gaps up,skipped,pullback_rule,2025-12-09,2025-12-09 14:30:00,20.26,,,,,,,,,,,,,,False,pullback_rule,2025-12-09,2025-12-09 14:30:00,20.26,19.92,20.15,20.38,20.14,20.65,209351301.0,78773410.0,0.5217391304347705,True,False,True,0.21999999999999886,,
600875.SH,2025-12-11,gaps up,skipped,volume_rule;reversal_rule,2025-12-12,2025-12-12 14:30:00,24.05,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-12-12,2025-12-12 14:30:00,24.05,21.48,21.78,21.86,21.78,22.7,72250282.0,134200884.0,0.0,False,False,True,0.3000000000000007,,
601226.SH,2025-12-11,gaps up,skipped,volume_rule;reversal_rule,2025-12-12,2025-12-12 14:30:00,8.02,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-12-12,2025-12-12 14:30:00,8.02,7.79,7.9,7.88,7.81,8.05,19404788.0,15593250.0,0.0,False,False,True,0.019999999999999574,,
002309.SZ,2025-12-12,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-12-15,2025-12-15 14:30:00,3.88,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-12-15,2025-12-15 14:30:00,3.88,3.64,4.0,4.0,4.0,4.0,41624155.0,234476409.0,120000.00000000012,False,True,False,0.3599999999999999,,
